word,gender,nationality
vaishali,f,indian
seema devi,f,indian
anita with her 2 children namely ramesh and siraj,f,indian
soniya,f,indian
shathi davi,f,indian
rajeswary@rajo@chanchal,f,indian
rama bai,f,indian
sunita,f,indian
pinki,f,indian
pinki,f,indian
anjli maru,f,indian
smt vimla,f,indian
ram lal bhardwaj,f,indian
guddi bai,f,indian
maya devi,f,indian
jasina khatun,f,indian
riya sahni,f,indian
kumari khana gulsan,f,indian
manju nayak,f,indian
leela,f,indian
ku. anshita singh,f,indian
priya,f,indian
neesa,f,indian
teena,f,indian
manisha,f,indian
smt. lalita,f,indian
pallavi panchal,f,indian
shrimati maya devi,f,indian
kamreen,f,indian
usha,f,indian
gudiya,f,indian
reshma,f,indian
gudiya,f,indian
sushma,f,indian
baljeet kaur,f,indian
seema kumari,f,indian
bharti,f,indian
anjali,f,indian
bimla devi,f,indian
shanti devi,f,indian
lakhya dona sherppa,f,indian
sama parveen,f,indian
kavita,f,indian
aarti,f,indian
renu @ pali,f,indian
priyanka,f,indian
kajol,f,indian
poonam,f,indian
kulvinder,f,indian
rupa,f,indian
smt. pooja urf rani,f,indian
chander kanta,f,indian
pooja,f,indian
rekha,f,indian
sandeepa,f,indian
dhapu bai,f,indian
bharti,f,indian
reena bhil,f,indian
saniya,f,indian
rajanti meena,f,indian
smt. sasibala,f,indian
kumari joyti,f,indian
sawtri devi,f,indian
malvika,f,indian
sheela,f,indian
pushpa,f,indian
anita,f,indian
nitu,f,indian
anita,f,indian
rajni,f,indian
sarita kumari,f,indian
neetu,f,indian
sangeeta,f,indian
chandani,f,indian
rani bakhla,f,indian
sushila,f,indian
nisha,f,indian
gambhir singh,f,indian
sita,f,indian
aarifa bano,f,indian
soniya,f,indian
roshni,f,indian
sayeri,f,indian
ankita,f,indian
manju,f,indian
panku,f,indian
sashi bala,f,indian
w/o kundan kumar,f,indian
deepa,f,indian
alka kumari,f,indian
aruna,f,indian
priya,f,indian
tapas das,f,indian
chameli devi,f,indian
tamanna banu,f,indian
sunita kumawat,f,indian
shivani,f,indian
ramkali,f,indian
kajal kumari,f,indian
manju,f,indian
neelam,f,indian
saneha,f,indian
kumari mamata,f,indian
jenab,f,indian
laxami,f,indian
madhu nayak,f,indian
kasturi devi,f,indian
twenkle,f,indian
rajani,f,indian
kajal,f,indian
smt rani devi,f,indian
khushboo,f,indian
seema,f,indian
bholi,f,indian
anushka sharma @ pooja,f,indian
sheela,f,indian
sangeeta,f,indian
partibha,f,indian
kajal,f,indian
mithalesh,f,indian
ruksana bi,f,indian
anju,f,indian
renu devi,f,indian
ku. seetal rawat,f,indian
smt suman,f,indian
maya,f,indian
nusrat,f,indian
neema rebari,f,indian
mariyam,f,indian
jyoti,f,indian
prem,f,indian
nandani,f,indian
chanchal,f,indian
sheetal,f,indian
smt. renu@rinki,f,indian
anjum,f,indian
raziya,f,indian
vimla devi,f,indian
anita,f,indian
mohseena,f,indian
shallu,f,indian
bimla,f,indian
poonam,f,indian
smt husna,f,indian
rita devi,f,indian
ruby,f,indian
km shika,f,indian
puja sawariya,f,indian
ekta,f,indian
antima,f,indian
khushboo,f,indian
laxmi,f,indian
babli,f,indian
pooja,f,indian
rekha,f,indian
poonam,f,indian
sonam,f,indian
ankeet kumar,f,indian
neha,f,indian
nisha,f,indian
kusum,f,indian
umesha,f,indian
bilkis,f,indian
rajni,f,indian
santosh d/o gokul singh r/o kudi taragar  ps jawaj,f,indian
babita,f,indian
smt laxmi devi,f,indian
mamta,f,indian
hema,f,indian
kanika kathuria,f,indian
dipeeka,f,indian
smt dhapoo devi,f,indian
munni devi,f,indian
shabana,f,indian
anita,f,indian
divya,f,indian
poonam,f,indian
asha kumari,f,indian
divya bharti,f,indian
km0 shilpa,f,indian
pushpa,f,indian
aaradhana @ priyanka,f,indian
mona,f,indian
ranipal d/o,f,indian
kmo reshma,f,indian
kanchan,f,indian
amida @ poonam,f,indian
rekha,f,indian
soni,f,indian
shivani,f,indian
asha kumari,f,indian
ganga devi,f,indian
jyoti,f,indian
divya kawar,f,indian
sahenaj,f,indian
bala devi,f,indian
poonam,f,indian
veena gupta,f,indian
charu,f,indian
hemani,f,indian
suman @ sabnam,f,indian
moni,f,indian
pooja,f,indian
mrs soni,f,indian
taniya saini,f,indian
chhoti,f,indian
indra,f,indian
hemuna,f,indian
sheela devi,f,indian
puja,f,indian
sarita devi,f,indian
pushpa,f,indian
sakshi,f,indian
chandni @ shabnam,f,indian
amrita,f,indian
km. pooja,f,indian
kanchan devi,f,indian
maya,f,indian
shakshi sagar,f,indian
simran,f,indian
smt pooja,f,indian
barkha,f,indian
usha,f,indian
heena,f,indian
bismilla,f,indian
anita,f,indian
kajal,f,indian
poonam devi,f,indian
lalita,f,indian
pooja,f,indian
smt aruna ekka,f,indian
rukhsana,f,indian
kanchan devi,f,indian
shama parveen,f,indian
balbiri devi,f,indian
ambiya,f,indian
bina bai,f,indian
rima,f,indian
ronak,f,indian
st sakuntala gulati,f,indian
akash,f,indian
khusboo,f,indian
kamla devi,f,indian
anjali,f,indian
soni,f,indian
suman ( with two child ),f,indian
smt. hemlata,f,indian
pooja,f,indian
shampa,f,indian
rekha,f,indian
kusum,f,indian
shalu,f,indian
kajal,f,indian
pooja pandey,f,indian
smt rita,f,indian
rashmi,f,indian
manpreet kaur @preet,f,indian
gulshan,f,indian
pramila,f,indian
poonam,f,indian
yashoda,f,indian
suman,f,indian
smt.meera devi,f,indian
archita verma,f,indian
kiran,f,indian
rabin,f,indian
musarrat,f,indian
bhawana devi,f,indian
nisha sharma,f,indian
meenu rani,f,indian
smt bharti devi,f,indian
smt. lalita devi,f,indian
baby  bai,f,indian
smt sangeeta,f,indian
surbhi,f,indian
shushree lalu,f,indian
usha mathews,f,indian
palak,f,indian
vimla gameti,f,indian
nazreen,f,indian
poonam,f,indian
rakhi,f,indian
smt haju,f,indian
bhawna,f,indian
meenu @ minakshi,f,indian
hemlata,f,indian
reshma khatoon,f,indian
anjli,f,indian
champa,f,indian
sangeeta,f,indian
najma  & asma,f,indian
meera & manish,f,indian
santosh,f,indian
saroj,f,indian
pooja,f,indian
arti,f,indian
ruby,f,indian
vimal verma,f,indian
jyoti,f,indian
sano devi,f,indian
khushbu,f,indian
shiwani,f,indian
smt kamlesh,f,indian
rubo kumari,f,indian
munesh,f,indian
pooja,f,indian
komal,f,indian
seema,f,indian
kajal,f,indian
anju devi,f,indian
preeti,f,indian
amrik kaur,f,indian
lavli gupta,f,indian
leela devi,f,indian
bhagirathi,f,indian
sunita verma,f,indian
radha,f,indian
juneb bano,f,indian
kumari sabnam @ monu,f,indian
manisha,f,indian
laxmi,f,indian
sapna,f,indian
shela,f,indian
aliya,f,indian
mohini @ mamni,f,indian
luxmi,f,indian
meenakshi,f,indian
maya devi,f,indian
kusham,f,indian
bhagwati,f,indian
smt pushpa,f,indian
padama bai luhar,f,indian
rukmani,f,indian
hamida khatun,f,indian
smt. sukhdeep kaur w/o nishan singh,f,indian
smt. munna ben w/o bupod bhai,f,indian
gayatri,f,indian
suman,f,indian
ashiya,f,indian
sahana,f,indian
kulsum,f,indian
suman kumari,f,indian
"sushma with khushi , ankush",f,indian
sunita,f,indian
rekha,f,indian
preeti   @    radha,f,indian
babli sultana,f,indian
minakshi,f,indian
babli,f,indian
smt devli,f,indian
sabana,f,indian
gurupreet kaur @ nainsi,f,indian
kiran,f,indian
zainab,f,indian
amarmula,f,indian
renu,f,indian
bindu,f,indian
shanty devi,f,indian
nisha,f,indian
sonia,f,indian
mansa,f,indian
reema,f,indian
jyoti,f,indian
charnjeet,f,indian
usha nagar,f,indian
gudiya kumari,f,indian
pinki devi,f,indian
pinki mishra,f,indian
chandni ( with two child vikash 3 yrs & sweta 8 yr,f,indian
manju,f,indian
rini,f,indian
shabina,f,indian
muskan,f,indian
kavita talash,f,indian
soni,f,indian
rajni,f,indian
smt aasha,f,indian
leelawati,f,indian
pooja gupta,f,indian
rekha,f,indian
divya,f,indian
sulekha,f,indian
aliya ahmad,f,indian
shikha saklani,f,indian
nayamati,f,indian
suman,f,indian
smt. uma halshi,f,indian
nitu,f,indian
sweta kumari,f,indian
priya urf laxmi devi with her son,f,indian
renu,f,indian
najni,f,indian
pooja,f,indian
nabila,f,indian
shalu,f,indian
mamta,f,indian
anju,f,indian
seema,f,indian
smt kishna bai,f,indian
abida,f,indian
jaya saini,f,indian
anshu,f,indian
vimla,f,indian
shalu,f,indian
neha,f,indian
neelam,f,indian
radha,f,indian
somdevi,f,indian
ritu,f,indian
gayatri devi,f,indian
manju,f,indian
renu @ soni,f,indian
kalpana,f,indian
rakhi,f,indian
nuraish,f,indian
priyanka,f,indian
shanaz,f,indian
narender kaur,f,indian
rubbi,f,indian
sahiba,f,indian
rekha varhat`,f,indian
mansi raghav,f,indian
rakki,f,indian
rajeena,f,indian
priya,f,indian
raj kumari @ moni,f,indian
kanchan,f,indian
priti,f,indian
sameem,f,indian
kulsum,f,indian
indu,f,indian
radha,f,indian
mamta,f,indian
ravina,f,indian
khushi,f,indian
ram devi sharma,f,indian
smt shuman,f,indian
jibanti har,f,indian
hemlata,f,indian
puja,f,indian
sheelu lata sahu,f,indian
shokraji,f,indian
laxmi deve,f,indian
sabreen@ pinki,f,indian
rukhsar,f,indian
gulbasha,f,indian
neetu,f,indian
priya sexena,f,indian
anamika,f,indian
pooja,f,indian
bharti d/o hukkam chand,f,indian
smt lali devi,f,indian
kumari mamta varma,f,indian
kavita,f,indian
poonam,f,indian
kali bai,f,indian
reena jain w/o atul jain r/o h.no. wz-11 bhagwan d,f,indian
poonam yadav,f,indian
sangeeta,f,indian
kiran,f,indian
divya,f,indian
omwati @ aasha,f,indian
neha,f,indian
sapna,f,indian
rani,f,indian
priyanka,f,indian
pooja,f,indian
reetu @ reeta,f,indian
santok luhar,f,indian
pooja,f,indian
surekha,f,indian
sajda,f,indian
poonam,f,indian
doli,f,indian
deepa,f,indian
mamta,f,indian
rukhsona,f,indian
taranjeet kaur,f,indian
afrina,f,indian
shivani,f,indian
ilema,f,indian
rakhi,f,indian
smt bhuri bai wio lt dhanraj lodha,f,indian
gudiya,f,indian
rekha saini,f,indian
smt. sharda devi,f,indian
nidhi,f,indian
jyoti,f,indian
rajni,f,indian
kumari shital,f,indian
sonia,f,indian
kumari priyanka,f,indian
smt reena,f,indian
rakhi,f,indian
shruti,f,indian
monika,f,indian
meena,f,indian
laxmi,f,indian
rani,f,indian
pooja,f,indian
nandita,f,indian
pinki,f,indian
bhawana,f,indian
vimla,f,indian
rajeshwari,f,indian
zeba parveen,f,indian
manju,f,indian
shanta koul,f,indian
"budhwanti with his son sanju age 2-1/2, & sanjay a",f,indian
annu @ anita,f,indian
baby sharma,f,indian
neeru,f,indian
manju singh,f,indian
jyoti,f,indian
nisha,f,indian
smt geeta,f,indian
poonam,f,indian
kumari anupama,f,indian
iema,f,indian
meera,f,indian
smt santa,f,indian
minakshi,f,indian
suman,f,indian
smt. babita,f,indian
sonam,f,indian
rajni,f,indian
parwati meena,f,indian
priyanka,f,indian
shima kawar,f,indian
pooja,f,indian
smt. usha,f,indian
sonia,f,indian
smt rakhi,f,indian
radha,f,indian
sonam,f,indian
aarti,f,indian
nagma,f,indian
pooja,f,indian
sapna,f,indian
km jyoti,f,indian
pooja,f,indian
sunita,f,indian
najarana,f,indian
shallu,f,indian
aarti,f,indian
suman,f,indian
priti,f,indian
divya bharti,f,indian
swati singh,f,indian
smt mukesh,f,indian
tanuja devi,f,indian
rubeena,f,indian
akbari begum,f,indian
renu,f,indian
smt. lalita,f,indian
priya mali,f,indian
kavita,f,indian
anamika misra,f,indian
jya @ jayawanti,f,indian
raunaf jahan,f,indian
rajni,f,indian
lalita,f,indian
anita,f,indian
smt. durga devi,f,indian
sheetal and child jeet,f,indian
maya meena,f,indian
radha,f,indian
snehlata with a girl nancy,f,indian
tarnnum,f,indian
anita,f,indian
smt mohni,f,indian
rubi,f,indian
reena,f,indian
shivani,f,indian
sugna meena,f,indian
manju bhasin,f,indian
kamjeet,f,indian
rijwana,f,indian
rashida khatoon,f,indian
babita sarkar,f,indian
jyoti,f,indian
neha singh @ nanu,f,indian
smt puja,f,indian
shbana khatun,f,indian
bharti,f,indian
jyoti,f,indian
word,f,indian
poonam,f,indian
rekha,f,indian
anju,f,indian
smt neelu kavar,f,indian
baby,f,indian
priti,f,indian
ku. preeti sharma,f,indian
aarti,f,indian
aarti,f,indian
aarti,f,indian
poonam,f,indian
meena,f,indian
manju,f,indian
keshu kumari,f,indian
kesar,f,indian
shabra,f,indian
komal,f,indian
sheetal,f,indian
pooja,f,indian
shashi,f,indian
aarti,f,indian
preeti,f,indian
pushpa,f,indian
lali @ deepa,f,indian
mitali sahu,f,indian
swetha @ neha,f,indian
deepa,f,indian
kali bai,f,indian
pankaj,f,indian
sabra,f,indian
smt anjli malik,f,indian
neha,f,indian
saziya siddiqui,f,indian
gargi,f,indian
seema devi,f,indian
sonia,f,indian
pooja,f,indian
nazahat,f,indian
nisha parveen,f,indian
sabana@moni,f,indian
poonam,f,indian
rekha,f,indian
raj shri,f,indian
ravinda kumari,f,indian
rajni,f,indian
mumtaj,f,indian
vyelet moni,f,indian
anita,f,indian
savita,f,indian
smt. usha jatav,f,indian
smt.prema devi,f,indian
seema,f,indian
uma,f,indian
mala,f,indian
sweety,f,indian
priya,f,indian
neha dhiman,f,indian
chanda devi,f,indian
jaiguna,f,indian
gudia @ seema,f,indian
seeva khan,f,indian
swati,f,indian
rani,f,indian
geeta,f,indian
chitra,f,indian
poonam,f,indian
roshni,f,indian
ruchi,f,indian
purnima,f,indian
buity,f,indian
rajwati,f,indian
mansi khurana,f,indian
smt. endrajeet kore,f,indian
rajkumari,f,indian
sajana,f,indian
heena parveen,f,indian
sana khatoon,f,indian
heena,f,indian
renu,f,indian
neelam,f,indian
muskan,f,indian
rajani,f,indian
preeti,f,indian
juli,f,indian
shivani,f,indian
geeta,f,indian
urmila,f,indian
azmira,f,indian
komal,f,indian
preeti,f,indian
sabina @ faiziya,f,indian
leena,f,indian
sumitra bai,f,indian
meena and harsh,f,indian
sushila,f,indian
rakhi,f,indian
sonam,f,indian
sona,f,indian
nisha,f,indian
renu,f,indian
manish,f,indian
sagrika @ versha,f,indian
chhaterwati,f,indian
samreen,f,indian
sabina,f,indian
shifali roshan,f,indian
shobha devi,f,indian
sapna,f,indian
meenu singh,f,indian
kamla,f,indian
vandna @ krishma,f,indian
shalu,f,indian
bulbul  devi,f,indian
partima,f,indian
mamta,f,indian
sunita,f,indian
kusum,f,indian
aarti,f,indian
mubshshira,f,indian
heena,f,indian
seeta,f,indian
tina,f,indian
nazibuneesha @ shayba,f,indian
anamika,f,indian
mona,f,indian
sunita,f,indian
anusoya,f,indian
sapana,f,indian
golden,f,indian
kherul nisha,f,indian
deepa,f,indian
koyali,f,indian
versa,f,indian
jyoti,f,indian
soma bera,f,indian
madhu,f,indian
mamta,f,indian
shweta,f,indian
pooja,f,indian
sapna,f,indian
shabina,f,indian
shayra,f,indian
nisha aggarwal,f,indian
seema,f,indian
neeraj,f,indian
gudiya,f,indian
sayada,f,indian
sunaki w/o kallu,f,indian
rashida,f,indian
khusbu,f,indian
kuso devi,f,indian
sita devi,f,indian
humera,f,indian
pooja,f,indian
sonia,f,indian
rukmani,f,indian
ku. reetu,f,indian
ruksar,f,indian
durgesh,f,indian
smt. savita,f,indian
saniya,f,indian
tarnum,f,indian
sneha,f,indian
puja,f,indian
dimpal,f,indian
mooli devi,f,indian
hemlata,f,indian
kalawati sharma,f,indian
gayatri,f,indian
geeta,f,indian
salma,f,indian
hansa,f,indian
pooja ( with child ),f,indian
suman,f,indian
montu,f,indian
monika,f,indian
babita khatoon,f,indian
snah lata,f,indian
nikhat,f,indian
chanchal @ komal,f,indian
nazma,f,indian
divya,f,indian
sunita,f,indian
vandna w/o sunny,f,indian
darfasha,f,indian
deepika,f,indian
kumari  sunita,f,indian
manisha,f,indian
munni,f,indian
kamla,f,indian
rajani,f,indian
anjani devi,f,indian
smt uma @ umiya,f,indian
sunpreet kaur d/o,f,indian
nitu,f,indian
mamta  d/o,f,indian
jyoti,f,indian
manju,f,indian
usha,f,indian
rani,f,indian
sonia,f,indian
pooja,f,indian
kavita,f,indian
sheetal,f,indian
shabnam,f,indian
raghuvinder kaur bhatia,f,indian
seema,f,indian
jinat,f,indian
kanti,f,indian
pooja,f,indian
aarti,f,indian
vandana,f,indian
saraswati,f,indian
kavita,f,indian
pooja,f,indian
ranjana mukharji,f,indian
shabana,f,indian
diksha,f,indian
komal,f,indian
khusboo,f,indian
jyoti,f,indian
shalu,f,indian
kanchan @ chotu,f,indian
smt. kavita,f,indian
reena,f,indian
shiba,f,indian
rinky,f,indian
pooja,f,indian
vandana,f,indian
ritika rani dass,f,indian
sabiya khatoon,f,indian
anita gop,f,indian
komal,f,indian
soni devi,f,indian
meenakshi,f,indian
rekha,f,indian
anita devi,f,indian
chuni devi,f,indian
kumari firdosh,f,indian
navneet kaur,f,indian
aasha,f,indian
neha,f,indian
shanu devi,f,indian
savita,f,indian
guddi,f,indian
rekha,f,indian
sayna parveen,f,indian
payal kumari jain,f,indian
gajwanti @ manju,f,indian
shabnam,f,indian
beti bai,f,indian
renu,f,indian
phulkana,f,indian
kishmat,f,indian
neetu,f,indian
menadevi,f,indian
vandana,f,indian
anjali,f,indian
fareen,f,indian
kadu @nisha khatik,f,indian
babli kumari,f,indian
skunatla,f,indian
sanha,f,indian
renu,f,indian
aarti,f,indian
ruksana,f,indian
dhanni devi,f,indian
radha bai,f,indian
sonia,f,indian
sera,f,indian
seema,f,indian
smt preeti devi,f,indian
rekha,f,indian
pooja,f,indian
laxmi sharma,f,indian
smt. mema devi,f,indian
shrimati marsi,f,indian
shanti devi,f,indian
sunita,f,indian
shivani,f,indian
payal,f,indian
poonam,f,indian
shivani,f,indian
kiran devi,f,indian
anjali sangwar,f,indian
minakshi,f,indian
rina rangaswami,f,indian
priya,f,indian
pinki,f,indian
saeshta,f,indian
premjit kaur,f,indian
manisha garg,f,indian
leelawati,f,indian
tarannum,f,indian
ruby,f,indian
monika munda,f,indian
smt rina,f,indian
simran kaur,f,indian
nandni,f,indian
sanjida,f,indian
smt kajal @ shivani,f,indian
smt. sabra @ jamsida,f,indian
manjeet,f,indian
rajkumari,f,indian
varsha,f,indian
chandni,f,indian
hina,f,indian
sangeeta,f,indian
anju bala,f,indian
afsana,f,indian
km anamkhan,f,indian
farzana,f,indian
jyoti,f,indian
anita devi,f,indian
surekha,f,indian
disi nang @ manju,f,indian
swati,f,indian
smt maya,f,indian
ranjna,f,indian
nisha sharma w/o rajesh sharma,f,indian
tumpa biwi,f,indian
usha,f,indian
nutan,f,indian
nargish w/o,f,indian
premi devi,f,indian
kumari khushabu,f,indian
preeti khosla,f,indian
smt akhtri begam,f,indian
shabana,f,indian
anjali @ babli,f,indian
vimla,f,indian
shikha haldar,f,indian
santosh,f,indian
neetu,f,indian
renu pal,f,indian
chandni,f,indian
komal,f,indian
jyoti,f,indian
pinki bhui @ rinki bhui,f,indian
sarmila devi,f,indian
smt dharamvati,f,indian
smt niru,f,indian
sarmeela,f,indian
shama,f,indian
smt sarasvati,f,indian
geeta bai,f,indian
poonam,f,indian
poonam,f,indian
geeta,f,indian
rashmi @ ishika,f,indian
komal,f,indian
priyanka,f,indian
goldy,f,indian
anita,f,indian
nisha,f,indian
seema khatun,f,indian
kumarage dona dhanasiri chandra latha,f,indian
shazida,f,indian
ruchi devi,f,indian
minakshi,f,indian
sheetal,f,indian
jyoti,f,indian
nurjaha,f,indian
juli,f,indian
sushmita bishwas,f,indian
laxmi divi,f,indian
mehnaz,f,indian
malika,f,indian
rani,f,indian
isnesh,f,indian
simranjeet kaur,f,indian
reshma,f,indian
rukhsar khan,f,indian
amrat kunwar,f,indian
hemlata,f,indian
ritu @ shallu,f,indian
yasodha,f,indian
captain,f,indian
rukhsana,f,indian
manbhari,f,indian
vimla,f,indian
jyoti,f,indian
alapna,f,indian
sonia,f,indian
sony w/o bhola,f,indian
suman,f,indian
miss. hansa,f,indian
smt lali,f,indian
monika,f,indian
luxmi,f,indian
chameli,f,indian
fakiri,f,indian
meena,f,indian
kajal@sundri,f,indian
anoura khatun,f,indian
smt. seema,f,indian
balvinder kaur d/o late s. amreek singh,f,indian
sanjana,f,indian
gulfasa,f,indian
sweta,f,indian
sarika,f,indian
smt. sita,f,indian
nikki,f,indian
kusum,f,indian
tanu,f,indian
pinki,f,indian
geetanjali,f,indian
santosh singal,f,indian
rita d/o laxman,f,indian
hagami,f,indian
mamta,f,indian
beauty,f,indian
laxmi,f,indian
ramwati,f,indian
resham yadav,f,indian
taruna,f,indian
meenakshi,f,indian
garima,f,indian
nidhi with mother rekha,f,indian
jyoti,f,indian
kanta devi,f,indian
aruni,f,indian
neelam,f,indian
kiran,f,indian
manju,f,indian
sanjana,f,indian
sunita,f,indian
sweety,f,indian
kamna,f,indian
deepika jain,f,indian
mulina,f,indian
mamta begam,f,indian
ravina,f,indian
arti,f,indian
smt. munesh devi,f,indian
anchal,f,indian
sharda,f,indian
rekha,f,indian
manisha,f,indian
aardhna,f,indian
chanchal kumari,f,indian
meeta sharma,f,indian
chandni,f,indian
deepali,f,indian
kumari endra chand,f,indian
radha bai,f,indian
neha,f,indian
krishna,f,indian
sangeeta meena,f,indian
smt shikha haldhar,f,indian
rachana,f,indian
alisha @ annu,f,indian
kumari manisha,f,indian
jyoti,f,indian
nazia khan,f,indian
shilpa,f,indian
rashmi,f,indian
tulsi,f,indian
salma roshni,f,indian
sangeeta,f,indian
smt.kiswar jahan,f,indian
smt. madhu,f,indian
soni,f,indian
geeta,f,indian
khusbu,f,indian
geeta,f,indian
manisha,f,indian
parsi devi,f,indian
prachi,f,indian
pushpa soni,f,indian
kanchan,f,indian
aashiya,f,indian
manju @ rachna,f,indian
pooja @ hemlata,f,indian
pooja,f,indian
nagma khan,f,indian
murtibai,f,indian
sharda,f,indian
shivani,f,indian
sumentra,f,indian
aphsana,f,indian
smt. ramu devi,f,indian
jyoti,f,indian
smt.sushil w/o fateh singh,f,indian
jyoti,f,indian
monika kumari,f,indian
bhumika,f,indian
amrin,f,indian
khushnuma,f,indian
shushma,f,indian
laxmi,f,indian
rachana yadav,f,indian
reshma,f,indian
meena chauhan,f,indian
kajal,f,indian
bhawna,f,indian
pooja,f,indian
sheetal,f,indian
oma,f,indian
kunti,f,indian
priti,f,indian
sumalia,f,indian
rahina,f,indian
babita,f,indian
lila,f,indian
asha,f,indian
shabnur,f,indian
shanti devi,f,indian
rekha,f,indian
shilpa,f,indian
sangeeta,f,indian
monika,f,indian
kanchan d/o kailash yadav,f,indian
kaushalya devi,f,indian
kumari radha,f,indian
nikita pahlwani,f,indian
aanchal,f,indian
gunjan upadhayay,f,indian
pinki,f,indian
neha mani,f,indian
anisha koirala,f,indian
shivam @ sweeti,f,indian
geeta,f,indian
jaishmin,f,indian
neelu,f,indian
nasira bano,f,indian
yasmeen khan @ gudia,f,indian
neetu kumari,f,indian
geeta,f,indian
soni,f,indian
pooja,f,indian
pinky w/o bejander balmiki r/o surkhpur jjr,f,indian
vandana,f,indian
manisha,f,indian
chanchal sharma,f,indian
km. sarita,f,indian
geet,f,indian
anjali @ ragini,f,indian
manju bai,f,indian
leela  kanwar,f,indian
seema,f,indian
chanda,f,indian
smt jaya,f,indian
pinki,f,indian
arti,f,indian
geeta devi,f,indian
manju,f,indian
sonam,f,indian
geeta devi jat,f,indian
madhu,f,indian
asha,f,indian
yasoda,f,indian
rupa,f,indian
yogeshwari @pushpa,f,indian
manisha,f,indian
km durgesh,f,indian
komal,f,indian
asma,f,indian
aashma,f,indian
soniya,f,indian
kumari meera,f,indian
renu,f,indian
chandni,f,indian
ruby,f,indian
khusbu,f,indian
smt. somi,f,indian
kranti devi,f,indian
gori,f,indian
kumari ankita singhal,f,indian
shivalika,f,indian
santosh bai,f,indian
aarju,f,indian
seema,f,indian
amrita kaur,f,indian
divya,f,indian
chandni,f,indian
rukhsna  begm,f,indian
smt rupali,f,indian
mehru nisha,f,indian
pryanika,f,indian
vivek kumar,f,indian
sumirta,f,indian
sanju,f,indian
sarita devi,f,indian
anshika,f,indian
nirmala kumari,f,indian
gudiya,f,indian
laxmi,f,indian
bhateri,f,indian
swati,f,indian
sanju devi,f,indian
bharti,f,indian
neetu @ gaytri,f,indian
aarti,f,indian
laxmi d/o,f,indian
harsha,f,indian
priyanka,f,indian
unknown,f,indian
soniya,f,indian
sheela,f,indian
anaro devi,f,indian
karma yadav,f,indian
manju bohra,f,indian
sangita,f,indian
monika,f,indian
pooja,f,indian
murjina,f,indian
sonu,f,indian
soni,f,indian
smt shanta nayak,f,indian
suman,f,indian
jyoti,f,indian
pinki,f,indian
sikha,f,indian
kiran,f,indian
pinky,f,indian
smt manju jat,f,indian
mamta,f,indian
sudha,f,indian
chanchal,f,indian
doli,f,indian
shallu,f,indian
sabnam khatun,f,indian
gendi,f,indian
smt sangita,f,indian
rakhee,f,indian
seeva @ pinky,f,indian
smt rinki,f,indian
smt mohani bai,f,indian
smt. chinki,f,indian
farhib,f,indian
renu,f,indian
minakshi,f,indian
dimpal,f,indian
arti @ annu,f,indian
killo kumari,f,indian
smt parsi,f,indian
savita,f,indian
rajni,f,indian
madhuri,f,indian
saista,f,indian
sehnaj,f,indian
smt saroj,f,indian
bimla,f,indian
renu joshi,f,indian
ravinder kaur asha,f,indian
shalu,f,indian
khusbu,f,indian
rani,f,indian
soniya,f,indian
jyoti,f,indian
soni soran,f,indian
smt. shobha,f,indian
sadhna bhardwaj d/o uma shankar bhardwaj,f,indian
nisha,f,indian
gulsan khatoon,f,indian
rosy massey,f,indian
sarita,f,indian
sabenoor@tamanna,f,indian
premature devi @ neetu,f,indian
ankita bagh,f,indian
chandni mahto,f,indian
vandna,f,indian
km shina,f,indian
madhu kumari,f,indian
bhawna sejwani,f,indian
preeti,f,indian
smt chetna verma,f,indian
pooja bairva,f,indian
rajni,f,indian
lila,f,indian
saroj @ kalu,f,indian
sobha,f,indian
shabnam,f,indian
rakha,f,indian
smt bahvarkali,f,indian
shital & manisha,f,indian
savita,f,indian
sanju yadav,f,indian
ruchi,f,indian
kavita devi alongwith her son nitin age- 7 yrs,f,indian
gita,f,indian
smt kalpana,f,indian
jyoti,f,indian
phulbi,f,indian
seema uraf lalita,f,indian
meena devi,f,indian
suman,f,indian
sweta,f,indian
chandkor,f,indian
madhubala,f,indian
kalpna,f,indian
laxmi,f,indian
rajina,f,indian
minakshi,f,indian
mamta,f,indian
geeta,f,indian
nishu kumari,f,indian
monika,f,indian
madhu,f,indian
renuka parmar,f,indian
ajay singh,f,indian
geeta,f,indian
kavita,f,indian
sushela devi,f,indian
akansha,f,indian
neelam,f,indian
anita,f,indian
pinki,f,indian
naseeba,f,indian
kajal,f,indian
bimlesh,f,indian
sangeeta,f,indian
kusuma,f,indian
nirma,f,indian
sufia,f,indian
rukya jan,f,indian
kajal,f,indian
gulnanj,f,indian
rekha,f,indian
payal,f,indian
bushara praveen,f,indian
chetana,f,indian
babita,f,indian
ruchi,f,indian
shoiba,f,indian
rakhi,f,indian
priti @ minakshi,f,indian
smt. gyatri devi,f,indian
muskan,f,indian
sanjana,f,indian
ritu arora,f,indian
khushnuma,f,indian
chandni,f,indian
poonam,f,indian
simran,f,indian
krashana,f,indian
chandra,f,indian
radha bai,f,indian
nemsi,f,indian
rakhi,f,indian
manjula kumari,f,indian
anjali @ tulsi,f,indian
neeraj,f,indian
ishrat jahan,f,indian
asha,f,indian
farheen,f,indian
vikshi,f,indian
mamta,f,indian
smt kali,f,indian
sangeeta,f,indian
rajni,f,indian
shakshi,f,indian
monika,f,indian
anita sharma,f,indian
